genome_id,gene_symbol,element_type,element_subtype,class,subclass,pct_coverage,pct_identity
72407.485,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.485,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.485,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.485,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.485,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.485,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.485,silE,STRESS,METAL,SILVER,SILVER,,
72407.485,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.485,iucA,VIRULENCE,VIRULENCE,,,,
72407.485,iucB,VIRULENCE,VIRULENCE,,,,
72407.485,iucC,VIRULENCE,VIRULENCE,,,,
72407.485,iutA,VIRULENCE,VIRULENCE,,,,
72407.485,hsp20,STRESS,HEAT,,,,
72407.485,clpK,STRESS,HEAT,,,,
72407.485,qnrB1,AMR,AMR,QUINOLONE,QUINOLONE,,
72407.485,armA,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.485,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.485,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.485,aac(6')-Ib3,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,,
72407.485,dfrA14,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.485,blaVEB-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.485,tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,,
72407.486,ybtQ,VIRULENCE,VIRULENCE,,,,
72407.486,ybtP,VIRULENCE,VIRULENCE,,,,
72407.486,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.486,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.486,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.486,blaSHV-11,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.486,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.486,ompK35_E66Ter,AMR,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,,
72407.486,fieF,STRESS,METAL,,,,
72407.486,terW,STRESS,METAL,TELLURIUM,TELLURIUM,,
72407.486,terZ,STRESS,METAL,TELLURIUM,TELLURIUM,,
72407.486,terD,STRESS,METAL,TELLURIUM,TELLURIUM,,
72407.486,qnrB1,AMR,AMR,QUINOLONE,QUINOLONE,,
72407.486,mph(E),AMR,AMR,MACROLIDE,ERYTHROMYCIN,,
72407.486,msr(E),AMR,AMR,MACROLIDE/STREPTOGRAMIN,AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN,,
72407.486,armA,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.486,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.486,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.486,dfrA5,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.486,tet(C),AMR,AMR,TETRACYCLINE,TETRACYCLINE,,
72407.486,blaNDM-1,AMR,AMR,BETA-LACTAM,CARBAPENEM,,
72407.486,ble,AMR,AMR,BLEOMYCIN,BLEOMYCIN,,
72407.486,blaTEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.486,aph(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.486,aph(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.486,sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.486,dfrA14,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.486,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.486,aac(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.486,catB3,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.486,blaOXA-1,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.486,aac(6')-Ib-cr5,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,,
72407.487,gyrA_D87A,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.487,gyrA_S83F,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.487,nfsB_E175Ter,AMR,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,,
72407.487,ramR_A19V,AMR,POINT,TETRACYCLINE,TIGECYCLINE,,
72407.487,blaSHV-28,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.487,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.487,ompK35_D159AfsTer8,AMR,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,,
72407.487,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.487,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.487,parC_S80I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.487,dfrA50,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.487,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.487,fieF,STRESS,METAL,,,,
72407.487,iutA,VIRULENCE,VIRULENCE,,,,
72407.487,iucC,VIRULENCE,VIRULENCE,,,,
72407.487,iucB,VIRULENCE,VIRULENCE,,,,
72407.487,iucA,VIRULENCE,VIRULENCE,,,,
72407.487,silE,STRESS,METAL,SILVER,SILVER,,
72407.487,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.487,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.487,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.487,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.487,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.487,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.487,silP,STRESS,METAL,SILVER,SILVER,,
72407.487,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.487,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.487,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.487,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.487,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.487,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.487,pcoE,STRESS,METAL,COPPER,COPPER,,
72407.487,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.487,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.487,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.487,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.487,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.487,clpK,STRESS,HEAT,,,,
72407.487,hsp20,STRESS,HEAT,,,,
72407.487,sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.487,aph(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.487,aph(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.487,blaTEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.487,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.487,armA,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.487,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.487,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.487,aac(6')-Ib3,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,,
72407.487,qnrB1,AMR,AMR,QUINOLONE,QUINOLONE,,
72407.487,dfrA14,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.487,tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,,
72407.488,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.488,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.488,oqxA10,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,,
72407.488,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.488,blaSHV-11,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.488,fieF,STRESS,METAL,,,,
72407.488,terE,STRESS,METAL,TELLURIUM,TELLURIUM,,
72407.488,terD,STRESS,METAL,TELLURIUM,TELLURIUM,,
72407.488,terC,STRESS,METAL,TELLURIUM,TELLURIUM,,
72407.488,terB,STRESS,METAL,TELLURIUM,TELLURIUM,,
72407.488,terA,STRESS,METAL,,,,
72407.488,pcoE,STRESS,METAL,COPPER,COPPER,,
72407.488,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.488,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.488,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.488,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.488,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.488,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.488,silP,STRESS,METAL,SILVER,SILVER,,
72407.488,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.488,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.488,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.488,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.488,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.488,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.488,silE,STRESS,METAL,SILVER,SILVER,,
72407.488,mph(E),AMR,AMR,MACROLIDE,ERYTHROMYCIN,,
72407.488,msr(E),AMR,AMR,MACROLIDE/STREPTOGRAMIN,AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN,,
72407.488,armA,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.488,hsp20,STRESS,HEAT,,,,
72407.488,clpK,STRESS,HEAT,,,,
72407.488,blaCMY,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.488,blaTEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.488,aph(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.488,aph(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.488,sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.488,aac(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.488,dfrA14,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.488,tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,,
72407.488,blaVEB-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.488,cmlA5,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.488,ant(2'')-Ia,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN/KANAMYCIN/TOBRAMYCIN,,
72407.488,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.488,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.488,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.488,aac(6')-Ib3,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,,
72407.489,gyrA_D87A,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.489,gyrA_S83F,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.489,blaSHV-28,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.489,ompK35_D159AfsTer8,AMR,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,,
72407.489,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.489,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.489,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.489,sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.489,aph(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.489,aph(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.489,blaTEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.489,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.489,parC_S80I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.489,dfrA50,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.489,fieF,STRESS,METAL,,,,
72407.489,nfsB_E175Ter,AMR,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,,
72407.489,ramR_A19V,AMR,POINT,TETRACYCLINE,TIGECYCLINE,,
72407.489,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.489,silE,STRESS,METAL,SILVER,SILVER,,
72407.489,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.489,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.489,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.489,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.489,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.489,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.489,silP,STRESS,METAL,SILVER,SILVER,,
72407.489,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.489,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.489,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.489,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.489,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.489,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.489,pcoE,STRESS,METAL,COPPER,COPPER,,
72407.489,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.489,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.489,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.489,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.489,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.489,iutA,VIRULENCE,VIRULENCE,,,,
72407.489,iucC,VIRULENCE,VIRULENCE,,,,
72407.489,iucB,VIRULENCE,VIRULENCE,,,,
72407.489,iucA,VIRULENCE,VIRULENCE,,,,
72407.489,clpK,STRESS,HEAT,,,,
72407.489,hsp20,STRESS,HEAT,,,,
72407.489,aac(6')-Ib3,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,,
72407.489,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.489,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.489,armA,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.489,qnrB1,AMR,AMR,QUINOLONE,QUINOLONE,,
72407.489,dfrA14,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.489,tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,,
72407.490,blaSHV-187,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.490,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.490,oqxB25,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,,
72407.490,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.490,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.490,silE,STRESS,METAL,SILVER,SILVER,,
72407.490,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.490,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.490,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.490,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.490,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.490,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.490,silP,STRESS,METAL,SILVER,SILVER,,
72407.490,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.490,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.490,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.490,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.490,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.490,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.490,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.490,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.490,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.490,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.490,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.490,fieF,STRESS,METAL,,,,
72407.490,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.490,blaTEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.490,aph(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.490,aph(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.490,sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.490,dfrA14,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.490,qnrB1,AMR,AMR,QUINOLONE,QUINOLONE,,
72407.490,tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,,
72407.490,aac(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.490,catB3,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.490,blaOXA-1,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.490,aac(6')-Ib-cr5,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,,
72407.491,blaSHV-11,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.491,gyrA_D87A,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.491,gyrA_S83F,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.491,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.491,parC_S80I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.491,ompK35_Y76Ter,AMR,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,,
72407.491,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.491,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.491,fieF,STRESS,METAL,,,,
72407.491,ble,AMR,AMR,BLEOMYCIN,BLEOMYCIN,,
72407.491,blaNDM-1,AMR,AMR,BETA-LACTAM,CARBAPENEM,,
72407.491,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.491,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.491,blaCMY-6,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.491,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.491,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.491,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.491,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.491,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.491,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.491,silP,STRESS,METAL,SILVER,SILVER,,
72407.491,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.491,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.491,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.491,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.491,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.491,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.491,silE,STRESS,METAL,SILVER,SILVER,,
72407.491,merC,STRESS,METAL,MERCURY,ORGANOMERCURY,,
72407.491,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.491,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.491,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.491,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.491,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.491,merE,STRESS,METAL,MERCURY,MERCURY,,
72407.491,merD,STRESS,METAL,MERCURY,MERCURY,,
72407.491,merF,STRESS,METAL,MERCURY,MERCURY,,
72407.491,merP,STRESS,METAL,MERCURY,MERCURY,,
72407.491,merT,STRESS,METAL,MERCURY,MERCURY,,
72407.491,merR,STRESS,METAL,MERCURY,MERCURY,,
72407.491,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.491,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.491,arr-2,AMR,AMR,RIFAMYCIN,RIFAMYCIN,,
72407.491,ere(A),AMR,AMR,MACROLIDE,ERYTHROMYCIN,,
72407.491,aadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.491,cmlA5,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.491,rmtC,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,,
72407.491,blaOXA,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.491,blaTEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.491,aac(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.491,blaOXA-1,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.491,catB3,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.491,aac(6')-Ib,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,,
72407.492,blaSHV-11,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.492,parC_S80I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.492,blaOXA,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.492,aadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.492,ere(A),AMR,AMR,MACROLIDE,ERYTHROMYCIN,,
72407.492,arr-2,AMR,AMR,RIFAMYCIN,RIFAMYCIN,,
72407.492,blaCMY-6,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.492,gyrA_D87A,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.492,gyrA_S83F,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.492,ompK35_Y76Ter,AMR,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,,
72407.492,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.492,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.492,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.492,fieF,STRESS,METAL,,,,
72407.492,blaNDM-1,AMR,AMR,BETA-LACTAM,CARBAPENEM,,
72407.492,ble,AMR,AMR,BLEOMYCIN,BLEOMYCIN,,
72407.492,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.492,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.492,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.492,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.492,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.492,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.492,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.492,silE,STRESS,METAL,SILVER,SILVER,,
72407.492,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.492,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.492,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.492,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.492,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.492,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.492,silP,STRESS,METAL,SILVER,SILVER,,
72407.492,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.492,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.492,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.492,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.492,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.492,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.492,merE,STRESS,METAL,MERCURY,MERCURY,,
72407.492,merD,STRESS,METAL,MERCURY,MERCURY,,
72407.492,merF,STRESS,METAL,MERCURY,MERCURY,,
72407.492,merP,STRESS,METAL,MERCURY,MERCURY,,
72407.492,merT,STRESS,METAL,MERCURY,MERCURY,,
72407.492,merR,STRESS,METAL,MERCURY,MERCURY,,
72407.492,merC,STRESS,METAL,MERCURY,ORGANOMERCURY,,
72407.492,rmtC,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,,
72407.492,aac(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.492,cmlA5,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.492,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.492,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.492,blaTEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.492,blaOXA-1,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.492,catB3,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
